VentaID;Marca;Modelo;PrecioAuto
175848;kia;cerato;15000
175973;hyundai;creta;15000
176086;hyundai;new elantra;15000
176116;hyundai;accent;15000
176318;hyundai;new elantra;16800
176342;hyundai;h-1 mbus;27600
176452;hyundai;creta;19000
176519;chevrolet;n300;15000
176564;mitsubishi;l200;30000
176565;mitsubishi;l200;30000
176580;hyundai;new elantra;16800
176671;hyundai;new tucson;23400
176721;suzuki;new ertiga;19000
176975;citroen;jumper;30000
176999;chevrolet;cruze;15000
177005;changan;cs 75;23400
177029;jac;refine;19000
177371;hyundai;new elantra;16800
177726;changan;grand van turismo;15000
177768;hyundai;accent;15000
177817;kia;cerato;21200
177840;hyundai;creta;21200
177905;changan;grand van turismo;15000
177909;kia;cerato;15000
177924;hyundai;new tucson;25800
178051;hyundai;accent;15000
178085;hyundai;accent;16800
178173;mazda;mazda 3;16800
178280;kia;rio;16800
178344;jac;refine;19000
178367;chevrolet;n300;15000
178496;hyundai;accent;15000
178508;hyundai;accent;15000
178671;suzuki;apv gl;16800
178730;kia;rio;15000
178784;chevrolet;tracker;21200
179006;ssangyong;actyon;25800
179075;hyundai;creta;21200
179077;hyundai;creta;21200
179104;hyundai;creta;15000
179154;hyundai;creta;19000
179499;hyundai;h-1 mbus;25800
179647;hyundai;new elantra;16800
179648;hyundai;accent;16800
179678;mazda;mazda 3;16800
180111;hyundai;h-1 mbus;25800
180270;kia;rio;15000
180310;mazda;mazda 3;15000
180327;chevrolet;traverse;15000
180330;chevrolet;traverse;25800
180379;hyundai;creta;15000
180441;hyundai;accent;16800
180488;hyundai;creta;16800
180527;suzuki;apv furgon;16800
180528;hyundai;accent;15000
180551;kia;rio;16800
180597;kia;rio;15000
180667;hyundai;new elantra;16200
180759;hyundai;new tucson;25200
180762;kia;cerato;16800
180765;hyundai;accent;15000
180939;hyundai;creta;15000
181020;hyundai;new elantra ad;21200
181042;changan;grand supervan;16800
181044;hyundai;accent;15000
181126;chevrolet;n300;15000
181212;hyundai;i30;18000
181497;hyundai;accent;15000
181538;hyundai;accent;16200
181719;hyundai;accent;15000
181731;baic;x35;15000
181881;hyundai;grand i10;15000
181957;hyundai;santa fe;25200
182020;hyundai;new tucson;25200
182022;hyundai;new elantra;18000
182110;hyundai;accent;15000
182168;hyundai;new elantra;16200
182327;hyundai;accent;15000
182506;baic;kenbo h;16200
182554;hyundai;new tucson;22800
182618;hyundai;accent;15000
182811;hyundai;new elantra;18000
183007;hyundai;h-1 mbus;19800
183155;hyundai;accent;15000
183200;hyundai;creta;18000
183243;hyundai;accent;15000
183324;hyundai;accent;15000
183360;hyundai;accent;15000
183411;hyundai;new elantra;16200
183542;hyundai;accent;15000
183634;baic;x35;15000
183638;hyundai;accent;16200
183642;hyundai;hd78;27600
183652;baic;x35;15000
183743;hyundai;accent;15000
183778;hyundai;accent;15000
183781;hyundai;accent;15000
183881;hyundai;new elantra;18000
183883;hyundai;accent;16200
183887;hyundai;accent;16200
183892;jmc;vigus 4x4 dsl;22800
184396;hyundai;new tucson;25200
184698;hyundai;creta;22800
184700;hyundai;santa fe;25200
184704;hyundai;new elantra;19800
184749;hyundai;accent;15000
184839;hyundai;accent;15000
185018;hyundai;new tucson;22800
185126;hyundai;accent;15000
185330;hyundai;grand santa fe;30000
185390;hyundai;new elantra ad;18000
185405;hyundai;accent;15000
185596;hyundai;i30;22800
185622;hyundai;new elantra;19800
185623;hyundai;creta;15000
185664;hyundai;accent;15000
185734;hyundai;new tucson;25200
186006;hyundai;creta;15000
186332;hyundai;accent;16200
186342;hyundai;new tucson;25200
186363;hyundai;new elantra;16200
186557;brilliance;v3;15000
186720;hyundai;new tucson;22800
186841;hyundai;accent;15000
186898;hyundai;new elantra;18000
186945;hyundai;new elantra;19800
187001;hyundai;accent;16200
187159;hyundai;accent;15000
187178;hyundai;i20;15000
187210;hyundai;accent;15000
187338;hyundai;accent;15000
187845;hyundai;santa fe;22800
188004;hyundai;new elantra;16200
188350;hyundai;santa fe;25200
188493;brilliance;v3;15000
188775;hyundai;new elantra;18000
189038;hyundai;accent;16200
189136;hyundai;accent;15000
189144;hyundai;new elantra;18000
189196;hyundai;new elantra;18000
189266;hyundai;santa fe;15000
189280;baic;x35;15000
189281;hyundai;accent;15000
189584;hyundai;grand santa fe;25200
190168;hyundai;creta;16200
190253;hyundai;accent;15000
190265;mahindra;pik up doble cabina;16200
190355;hyundai;accent;15000
190362;hyundai;new elantra;16200
190426;hyundai;h-1 3 van;15000
190485;hyundai;new elantra;16200
190544;mazda;mazda 3;19800
190622;hyundai;new elantra ad;19800
190684;hyundai;new tucson;18000
190740;hyundai;i20;16200
190924;hyundai;new tucson;27600
191039;baic;x55;18000
191058;hyundai;accent;15000
191299;hyundai;accent;16200
191331;hyundai;accent;15000
191348;hyundai;h-100 truck;18000
191389;hyundai;accent;15000
191479;hyundai;new elantra;16200
191490;hyundai;new tucson;25200
191846;hyundai;new elantra;16200
191880;hyundai;new elantra ad;16200
192016;hyundai;new elantra;18000
192285;hyundai;accent;15000
192445;hyundai;h-1 mbus;25200
192710;hyundai;accent;15000
192717;hyundai;accent;15000
192920;hyundai;accent;16200
192974;brilliance;v3;15000
193007;hyundai;accent;15000
193216;baic;m20;15000
193223;hyundai;i20;15000
193693;hyundai;accent;16200
193697;hyundai;accent;15000
193707;hyundai;accent;15000
193781;hyundai;new tucson;15000
194010;hyundai;accent;15000
194032;hyundai;new elantra;15000
194046;hyundai;grand santa fe;30000
194082;hyundai;accent;15000
194123;hyundai;accent;15000
194124;hyundai;accent;15000
194288;hyundai;h-100 truck;18000
194373;volvo;c30;30000
194382;hyundai;new elantra;16200
194525;hyundai;accent;15000
194841;hyundai;h-1 mbus;22800
194903;hyundai;accent;15000
194922;hyundai;accent;15000
194946;hyundai;accent;15000
195011;hyundai;i30;15000
195214;brilliance;v3;15000
195531;hyundai;accent;15000
142031;kia;rio;13500
145380;mercedes benz;sprinter;19900
145381;mercedes benz;sprinter;22300
145436;toyota;yaris;15800
145555;hyundai;new tucson;24500
145612;suzuki;baleno;13500
145647;toyota;hilux;19900
147307;forland;inca power f30;13500
147500;dongfeng;city full;17900
157690;jac;s2;13500
166201;mercedes benz;cla 200;29000
171914;toyota;yaris;14500
172606;toyota;etios;14500
181808;toyota;etios;14500
154015;chevrolet;onix;12500
154051;chevrolet;onix;12500
154198;chevrolet;colorado;13800
154207;chevrolet;prisma;15000
154321;chevrolet;prisma;15000
154348;chevrolet;prisma;15000
154453;chevrolet;sail;12500
154502;chevrolet;prisma;12500
154571;chevrolet;onix;15000
154675;chevrolet;prisma;12500
154791;chevrolet;tracker;19200
154817;chevrolet;prisma;13800
154842;chevrolet;prisma;13800
154876;chevrolet;spin;12500
154920;chevrolet;sail;12500
154923;chevrolet;spin;15000
155160;chevrolet;prisma;12500
155603;chevrolet;prisma;13800
155620;chevrolet;spin;19200
155666;chevrolet;prisma;15000
155688;chevrolet;spin;12500
155727;chevrolet;onix;12500
155806;chevrolet;prisma;13800
155834;chevrolet;spin;16200
155866;chevrolet;spin;12500
156524;chevrolet;prisma;12500
156554;chevrolet;spin;13800
156639;chevrolet;onix;13800
156664;chevrolet;tracker;15000
156697;chevrolet;prisma;12500
156701;chevrolet;prisma;12500
156763;chevrolet;onix;13800
157043;chevrolet;prisma;15000
157258;chevrolet;spin;17400
157551;isuzu;nlr85l-ee1aype;15000
157626;chevrolet;spin;16200
157628;chevrolet;prisma;12500
157772;chevrolet;prisma;15000
157931;chevrolet;cruze;17400
157934;chevrolet;tracker;16200
157935;chevrolet;prisma;12500
158144;chevrolet;cruze;16200
158159;chevrolet;prisma;16200
158214;chevrolet;prisma;13800
158221;chevrolet;prisma;12500
158222;chevrolet;spin;17400
158271;chevrolet;prisma;13800
158297;chevrolet;prisma;12500
158523;chevrolet;captiva;21600
158600;chevrolet;cruze;16200
158606;chevrolet;spin;16200
158924;chevrolet;prisma;12500
158948;chevrolet;sail;12500
159025;chevrolet;cruze;21600
159267;chevrolet;prisma;13800
159759;chevrolet;spin;19200
159852;chevrolet;prisma;13800
159853;chevrolet;prisma;16200
159859;chevrolet;tracker;12500
159911;chevrolet;prisma;15000
159912;chevrolet;tracker;19200
159948;chevrolet;onix;13800
159952;chevrolet;prisma;12500
160038;chevrolet;tracker;16200
160774;chevrolet;prisma;12500
160896;chevrolet;spin;17400
160987;chevrolet;prisma;15000
161420;chevrolet;prisma;13800
161792;chevrolet;tracker;19200
162184;chevrolet;tracker;21600
162273;chevrolet;cruze;17400
162373;chevrolet;n300;12500
162382;chevrolet;prisma;15000
162398;chevrolet;prisma;13800
162538;chevrolet;n300;12500
162686;chevrolet;prisma;14500
162962;chevrolet;cruze;16000
163612;chevrolet;prisma;14500
163783;chevrolet;tracker;22500
163896;chevrolet;prisma;14500
163920;chevrolet;captiva;20200
164258;chevrolet;onix;14500
164723;chevrolet;spin;16000
164897;chevrolet;prisma;14500
164988;chevrolet;spin;17500
165058;chevrolet;prisma;14500
165116;chevrolet;prisma;14500
165126;chevrolet;spin;18750
165194;chevrolet;prisma;14500
165307;chevrolet;prisma;14500
165414;chevrolet;prisma;14500
165536;chevrolet;equinox;18750
165570;chevrolet;cruze;18750
165850;chevrolet;spin;16000
166037;chevrolet;prisma;14500
166230;chevrolet;camaro;19200
166296;chevrolet;prisma;14500
166348;chevrolet;prisma;14500
166496;chevrolet;sail;12500
166567;chevrolet;prisma;13800
166657;chevrolet;prisma;17400
166691;chevrolet;prisma;14500
167020;chevrolet;tracker;21600
167231;chevrolet;cruze;16000
167285;chevrolet;spin;16000
167297;chevrolet;spin;16200
167321;chevrolet;n300;14500
167530;chevrolet;prisma;14500
167532;chevrolet;prisma;16200
167552;chevrolet;spin;16200
167553;chevrolet;prisma;14500
167709;chevrolet;tracker;19200
167863;chevrolet;cruze;20200
167999;chevrolet;prisma;14500
168146;chevrolet;tracker;22500
168158;chevrolet;tracker;14500
168201;chevrolet;onix;14500
168210;chevrolet;equinox;20200
168389;chevrolet;onix;14500
168400;chevrolet;captiva;29000
168436;chevrolet;spin;17500
168522;chevrolet;tracker;20200
168593;chevrolet;spin;17500
168626;chevrolet;prisma;14500
169036;chevrolet;prisma;14500
169092;chevrolet;prisma;14500
169119;chevrolet;prisma;14500
169340;chevrolet;captiva;22500
169442;chevrolet;prisma;12500
169716;chevrolet;onix;14500
169769;chevrolet;tracker;17500
169915;chevrolet;equinox;17500
170008;chevrolet;prisma;16000
170045;chevrolet;prisma;14500
170075;chevrolet;prisma;16000
170312;chevrolet;prisma;14500
170501;chevrolet;tracker;14500
170504;chevrolet;traverse;22500
170505;chevrolet;traverse;22500
170702;chevrolet;equinox;29000
170871;chevrolet;equinox;25500
170955;chevrolet;cruze;17500
171003;chevrolet;onix;14500
171008;isuzu;npr 4 ton;22500
171170;chevrolet;prisma;14500
171470;chevrolet;prisma;14500
171518;chevrolet;spin;17500
171540;chevrolet;colorado;22500
171541;chevrolet;colorado;20200
171573;chevrolet;tracker;20200
171595;chevrolet;onix;14500
171609;chevrolet;spin;16000
171848;chevrolet;captiva;29000
171935;chevrolet;prisma;14500
172057;chevrolet;cruze;16000
172193;chevrolet;spin;16000
172415;isuzu;forward;14500
172977;chevrolet;prisma;14500
124068;hyundai;tucson;13000
124111;hyundai;creta;18200
124378;hyundai;elantra;13000
125269;hyundai;accent;13000
125731;hyundai;i20;15000
126115;hyundai;accent;15000
126209;toyota;yaris;12090
126215;hyundai;h-1 mbus;27600
126519;kia;rio;13000
126880;hyundai;tucson;22800
127237;hyundai;creta;16970
128328;hyundai;tucson;25200
128576;hyundai;h-100 truck;18000
128787;hyundai;accent;15600
129388;hyundai;h-1 6 van;13000
129398;hyundai;h-1 6 van;13000
129636;ford;mustang;24180
129687;great wall;wingle 5;16800
129825;hyundai;accent;12090
129826;mazda;mazda 3;16800
130075;hyundai;new tucson;19800
130121;toyota;yaris;14930
130257;toyota;yaris;14930
130370;hyundai;creta;22780
130512;hyundai;accent;12090
130778;hyundai;h-1 mbus;12090
130829;chery;q22;12090
130832;toyota;yaris;14930
130877;toyota;hilux;12090
130892;hyundai;accent;12090
130990;toyota;hiace;12090
130995;hyundai;i30;18941
131162;hyundai;h-1 mbus;12090
131169;hyundai;accent;14930
131414;hyundai;accent;12090
131418;hyundai;grand i10;12090
131475;toyota;hilux;14930
131476;toyota;hilux;16970
131550;hyundai;santa fe;14930
131678;toyota;rav 4;24180
132011;kia;rio;12090
132015;kia;rio;12090
132390;toyota;yaris;15800
132419;hyundai;grand i10;12090
132541;hyundai;accent;12090
132640;toyota;yaris;12090
132646;kia;rio;13500
132657;kia;rio;13500
133082;hyundai;accent;13500
133132;hyundai;new tucson;22800
133233;toyota;hilux;20847
133266;toyota;hilux;13500
133492;hyundai;h-1 mbus;18000
133648;kia;rio;13500
133898;toyota;yaris;13500
134136;toyota;yaris;13500
134194;hino;dutro dsl;13500
134268;toyota;yaris;13500
134594;ford;fiesta;15800
134724;hyundai;accent;15000
134763;kia;rio;13500
134953;toyota;yaris;13500
134990;hyundai;h-1 6 van;15000
135222;hyundai;accent;13500
135249;toyota;hilux;18941
135260;hyundai;hd65;27600
135272;toyota;yaris;13500
135286;nissan;sentra;22300
135304;toyota;hilux;18941
135342;kia;sportage;27000
135635;kia;rio;13500
135878;toyota;corolla;22300
135907;toyota;yaris;13500
136305;ford;focus sedan 2.0;17900
136320;hyundai;new tucson;27600
136400;toyota;yaris;13500
136419;hino;dutro dsl;24180
136446;toyota;yaris;15800
136501;volkswagen;transporter;24500
136575;jinbei;h2l;25200
136605;toyota;hilux;22300
136656;hyundai;accent;18000
136662;toyota;hilux;19900
136888;toyota;yaris;13500
137053;hyundai;hd65;27600
137208;toyota;hilux;20847
137774;hyundai;i30;18941
138069;hyundai;santa fe;13500
138070;hyundai;santa fe;15800
138199;hyundai;accent;12090
138516;hyundai;new elantra ad;18000
138635;hyundai;accent;13500
138706;toyota;hilux;22780
138710;toyota;hilux;20847
138865;toyota;corolla;18941
138936;toyota;avanza 1.5;16970
139036;kia;k 2700;19900
139258;kia;cerato;14930
139314;toyota;yaris;13500
139326;toyota;hilux;22780
139470;kia;rio;12090
139529;hyundai;accent;15000
139572;hyundai;new elantra;18000
139608;hyundai;i20;18000
139648;hyundai;new elantra;18000
139685;toyota;hilux;15800
139885;toyota;yaris;15800
139889;toyota;yaris;17900
139974;kia;rio;13500
140021;kia;sportage;19900
140027;hyundai;accent;15000
140028;hyundai;santa fe;27600
140086;kia;rio;12090
140112;hyundai;accent;14930
140194;toyota;hiace;20847
140203;toyota;hiace;20847
140352;hyundai;santa fe;12090
140387;toyota;etios;12090
140406;mitsubishi;mirage;12090
140407;toyota;yaris;16970
140462;toyota;corolla;19900
140463;hyundai;creta;18941
140662;hyundai;creta;17900
140854;toyota;etios;13500
141051;kia;sportage;24500
141266;toyota;etios;13500
141283;ford;ecosport;22300
141673;toyota;yaris;15800
141878;mahindra;pik up doble cabina;19900
141949;kia;sorento;15800
141963;kia;sorento;13500
142216;toyota;yaris;15800
142320;volkswagen;crossfox;17900
142508;jac;refine;19200
142509;toyota;hiace;17900
142512;toyota;hiace;24500
142541;kia;rio;13500
142623;toyota;etios;13500
142662;toyota;rav 4;27000
142903;toyota;fj cruiser;24500
143115;hyundai;santa fe;13500
143121;toyota;yaris;13500
143123;hyundai;santa fe;13500
143369;hyundai;santa fe;30000
143483;toyota;etios;13500
143637;hyundai;accent;13500
143644;kia;sportage;27000
143937;kia;sorento;13500
144088;hyundai;accent;13500
144131;hyundai;new accent;15000
144137;hyundai;accent;13500
144147;hyundai;grand i10;13500
144176;hyundai;elantra;18000
144181;kia;sportage;13500
144257;toyota;rav 4;13500
144266;hyundai;accent;13500
144311;hyundai;accent;13500
144392;hyundai;h-100 truck;19900
144529;volkswagen;crossfox;17900
144594;hyundai;new tucson;22800
144651;toyota;yaris;13500
144755;hyundai;accent;15000
144816;hyundai;h-1 3 van;13500
144818;hyundai;h-1 3 van;13500
144913;kia;sorento;15800
144917;foton;k1;19900
144932;toyota;yaris;15800
145067;hyundai;accent;18000
145089;hyundai;grand i10;13500
145123;kia;rio;13500
145138;kia;rio;13500
145217;toyota;hiace;19900
145221;hyundai;elantra;18000
145225;hyundai;elantra;18000
145651;toyota;corolla;22300
145688;hyundai;accent;15800
145741;toyota;corolla;19900
145832;hyundai;elantra;18000
145900;hyundai;elantra;18000
146185;kia;rio;15800
146273;great wall;haval h3;17900
146604;kia;rio;15800
146625;kia;rio;13500
146735;fiat;palio;13500
146779;hyundai;h-100 truck;19800
146784;toyota;hiace;19900
146785;toyota;hiace;22300
146795;toyota;hilux;13500
146903;hyundai;elantra;18000
146920;toyota;fortuner;17900
147064;toyota;yaris;13500
147146;hyundai;h-1 3 van;30000
147217;hyundai;accent;13500
147559;hyundai;accent;13500
147593;toyota;yaris;15800
147714;toyota;hilux;19900
147754;chevrolet;tracker;13500
147774;hyundai;new tucson;22800
147994;toyota;rav 4;22300
148004;kia;rio;13500
148113;toyota;hilux;19900
148122;toyota;hilux;19900
148357;hyundai;h-1 mbus;30000
148378;hyundai;hd 120;18000
148583;volkswagen;polo;15800
148732;hyundai;h-1 3 van;27600
148788;toyota;hilux;22300
148963;toyota;etios;13500
148989;hyundai;grand i10;13500
149053;toyota;hilux;17900
149054;toyota;hilux;13500
149144;hyundai;hd65;27600
149201;nissan;microbus 4p slone;13500
149259;volkswagen;gol;13500
149283;nissan;versa;13500
149329;kia;cerato;17900
149409;hyundai;elantra;18000
149613;toyota;hilux;22300
149923;hyundai;h-1 mbus;30000
149939;toyota;etios;13500
149942;hyundai;santa fe;18000
150172;toyota;yaris;13500
150190;hyundai;h-100 truck;16200
150215;hyundai;i20;16200
150235;hyundai;eon;16200
150359;hyundai;creta;19800
150378;suzuki;vitara;17900
150386;hyundai;elantra;19800
150586;toyota;fortuner;24500
150873;hyundai;hd78;15800
150925;hyundai;elantra;19800
150940;jeep;cherokee limited 4wd;13500
151075;hyundai;new tucson;27600
151089;toyota;hino;15800
151155;hyundai;elantra;16200
151166;hyundai;new elantra;15000
151322;hyundai;veloster;25200
151396;jac;j6;12500
151448;hyundai;elantra;22800
151586;hyundai;h-100 truck;19900
151985;toyota;etios;14500
152429;hyundai;creta;15000
152462;hyundai;tucson;25200
152575;kia;sorento;15800
152606;renault;koleos;13500
152669;toyota;86 gt;13500
152737;chevrolet;spin;15800
152770;kia;rio;13500
152851;toyota;yaris;14500
153188;hyundai;accent;13500
153212;hyundai;accent;13500
153218;kia;rio;15800
153231;hyundai;elantra;18000
153414;chevrolet;prisma;14500
153422;hyundai;tucson;14500
153452;suzuki;ciaz;14500
153457;hyundai;accent;15000
153463;suzuki;ertiga;17000
153540;nissan;versa;13500
153544;toyota;avanza 1.5;17000
153555;hyundai;tucson;22800
153568;hyundai;i20 active;15000
153625;toyota;hilux;15800
153726;toyota;fortuner;21400
153734;kia;sorento;19200
153736;kia;sorento;19200
153938;toyota;yaris;15800
154022;hyundai;h-1 6 van;27600
154052;volkswagen;golf;13500
154134;hyundai;accent;15800
154179;suzuki;apv gl;15800
154206;hyundai;tucson;25200
154260;toyota;land cruiser;19900
154407;hyundai;elantra;18000
154483;kia;cerato;17900
154588;kia;rio;13500
154630;hyundai;accent;15000
154848;hyundai;hd78;19200
154892;nissan;kicks;14500
154897;toyota;rav 4;13500
154903;hyundai;elantra;18000
154927;toyota;hilux;21400
154952;hyundai;accent;14500
155133;hyundai;accent;15000
155171;hyundai;elantra;18000
155306;suzuki;vitara;17400
155308;kia;rio;15800
155405;hyundai;elantra;22800
155440;toyota;yaris;13500
155583;hyundai;accent;13500
155803;chevrolet;spin;15800
155816;nissan;urvan;22300
155817;nissan;urban;13500
155929;mitsubishi;l200;27000
155938;jinbei;h2l;24500
155991;hyundai;h-1 6 van;13500
156031;kia;sportage;27000
156055;hyundai;creta;19800
156119;brilliance;v3;15000
156297;kia;rio;14500
156418;dodge;durango;24500
156532;toyota;rav 4;26000
156547;hyundai;accent;15000
156586;toyota;etios;13500
156610;toyota;rav 4;17000
156751;kia;rio;14500
156797;toyota;hilux;21400
156854;hyundai;accent;13500
156948;hyundai;elantra;17000
156958;toyota;hilux;17900
156960;toyota;hilux;27000
156985;hyundai;creta;18000
157079;fiat;full back;13500
157122;toyota;yaris;15800
157152;hyundai;accent;14500
157190;chevrolet;captiva;27000
157252;hyundai;accent;15000
157266;hyundai;elantra;18000
157572;hyundai;i20;17000
157868;hyundai;elantra;18000
157962;hyundai;accent;15000
157983;hyundai;creta;22300
158102;hyundai;elantra;18000
158150;hyundai;elantra;16200
158199;hyundai;tucson;19200
158242;hyundai;accent;15000
158244;hyundai;accent;15000
158341;hyundai;creta;19800
158372;chery;tiggo;17900
158373;kia;picanto;13500
158612;hyundai;accent;15000
158825;chery;tiggo 2;13500
158914;kia;cerato;19200
158963;kia;rio;13500
159093;hyundai;h-1 3 van;15000
159301;toyota;yaris;14500
159344;foton;view;17000
159368;kia;cerato;14500
159374;hyundai;accent;15000
159609;hyundai;h-100 truck;19800
159669;toyota;yaris;15800
159670;hyundai;accent;15000
159696;hyundai;accent;16200
159762;hyundai;tucson;25200
159956;toyota;yaris;13500
160066;chery;tiggo;13500
160207;hyundai;new tucson;22800
160221;toyota;corolla;17000
160224;nissan;urban;17900
160301;hyundai;accent;17000
160390;kia;rio;13500
160468;nissan;frontier..;19900
160500;hyundai;new elantra ad;18000
160506;toyota;rav 4;15800
160508;toyota;rav 4;13500
160602;toyota;yaris;14500
160697;hyundai;creta;18000
160720;bmw;x1;17000
160730;kia;rio;13500
160827;kia;k 2500;19900
160918;hyundai;accent;15000
161010;kia;rio;13500
161011;hyundai;i20;13500
161054;chevrolet;spin;15800
161226;chevrolet;s10;14500
161228;chevrolet;s10;19200
161246;kia;sportage;14500
161253;peugeot;rcz;17900
161266;hyundai;new elantra ad;19800
161328;hyundai;new tucson;22800
161429;hyundai;h-1 6 van;30000
161576;bmw;x1;17900
161646;bmw;x1;27000
161894;hyundai;new elantra ad;19800
161936;toyota;fortuner;17900
161937;toyota;fortuner;27000
162069;kia;rio;13500
162100;hyundai;accent;15000
162101;hyundai;accent;15000
162140;toyota;yaris;13500
162148;mazda;mazda 2;13500
162154;suzuki;ertiga;14500
162262;kia;sportage;21400
162276;toyota;yaris;14500
162350;kia;rio;13500
162351;kia;cerato;14500
162355;kia;cerato;14500
162437;hyundai;new elantra ad;18000
162488;hyundai;grand i10;13500
162497;mitsubishi;outlander;17900
162867;chery;tiggo 2;13500
162900;kia;sportage;29000
162902;toyota;yaris;17000
162928;baic;m20;13500
163256;hyundai;i20;15000
163286;kia;cerato;13500
163306;hyundai;santa fe;15000
163347;volkswagen;crafter;17900
163351;hyundai;new elantra ad;18000
163554;hyundai;accent;15000
163564;kia;rio;14500
164011;hyundai;new elantra ad;18000
164061;kia;rio;13500
164207;kia;rio;14500
164214;toyota;yaris;14500
164245;hyundai;new elantra ad;16200
164302;hyundai;grand i10;13500
164413;hyundai;accent;15000
164477;chery;tiggo 3;15800
164494;kia;rio;13500
164505;renault;duster;17000
164508;toyota;etios;13500
164512;hyundai;accent;13500
164693;hyundai;i20;14500
165034;toyota;yaris;14500
165046;baic;x55;16200
165096;chery;new tiggo 2;13500
165184;toyota;etios;13500
165284;kia;rio;14500
165459;kia;sportage;21400
165464;hyundai;creta;19800
165479;hyundai;new elantra fl;16200
165522;hyundai;new elantra ad;16200
165566;hyundai;grand i10;13500
165598;hyundai;new tucson;22800
165772;kia;sportage;22300
165906;kia;rio hb sc;15800
165965;hyundai;new elantra fl;19800
166107;baic;m20;13500
166166;toyota;corolla;19900
166317;toyota;hilux srv;27000
166320;toyota;hilux srv;27000
166321;toyota;hilux srv;17900
166323;toyota;hilux srv;17900
166446;hyundai;h-1 mbus;25200
166458;toyota;avanza 1.5;17000
166463;toyota;yaris;14500
166714;toyota;hilux srv;19900
167044;chery;tiggo 3;13500
167066;toyota;hilux srv;19200
167162;kia;cerato;17900
167196;kia;rio;13500
167241;toyota;hilux srv;23800
167303;toyota;rav 4;26000
167400;toyota;hilux sr;22300
167493;hyundai;county;18000
167648;hyundai;new elantra;18000
167767;hyundai;creta;22800
167798;hyundai;santa fe;30000
167849;kia;cerato;14500
167992;volkswagen;gol;13500
168020;mahindra;pik up doble cabina;19800
168046;hyundai;h-1 mbus;30000
168086;toyota;etios;13500
168140;kia;rio;13500
168170;hyundai;new tucson;22800
168246;mercedes benz;cla 200;17900
168316;toyota;hiace;17900
168402;hyundai;accent;16200
168483;hyundai;new elantra;19200
168538;king long;king ccorn;19200
168598;hyundai;new elantra;16200
168804;kia;rio;14500
168887;toyota;corolla;19200
168920;hyundai;grand i10;15000
169112;hyundai;accent;15000
169145;hyundai;santa fe;30000
169218;toyota;avanza 1.5;17000
169415;chevrolet;prisma;12500
169476;toyota;hilux srv;29000
169549;mg;mg5;14500
169602;toyota;hiace;19200
169734;hyundai;new elantra ad;16200
169840;suzuki;s-cross;21600
169854;hyundai;grand santa fe;30000
169864;toyota;yaris;17000
169873;kia;sportage;21400
170038;jmc;carrying;16200
170141;hyundai;h-100 truck;22800
170164;hyundai;accent;15000
170564;hilux;srv;17000
170565;hilux;srv;23800
170639;toyota;fortuner;17000
170683;kia;soul;19200
170710;jinbei;h2l;23800
170778;chery;q22;14500
170779;hyundai;new elantra;18000
170819;hyundai;i20;16200
170823;hyundai;h350;22800
170824;hyundai;h350;22800
170841;hyundai;creta;22800
170855;hyundai;h350;22800
170892;hyundai;new tucson;25200
171143;hyundai;hd78;27600
171223;toyota;avanza 1.5;17000
171257;hyundai;accent;15000
171416;hyundai;accent;15000
171418;kia;rio;17000
171443;toyota;rav 4;14500
171506;hyundai;new tucson;25200
171800;subaru;xv;26000
171814;suzuki;baleno;12500
171951;hyundai;h-1 mbus;26500
171954;toyota;hilux srv;17000
171972;toyota;avanza 1.5;17000
171980;toyota;hiace;17000
171983;toyota;hiace;19200
172096;toyota;hilux srv;29000
172105;toyota;etios;14500
172145;toyota;86 gt;14500
172182;kia;rio;14500
172200;kia;sorento;14500
172224;hyundai;i20;15000
172309;chevrolet;tracker;21400
172595;kia;rio;14500
172680;kia;cerato;19200
172711;baic;m20;14500
172713;kia;rio;14500
172750;hyundai;grand i10;15000
172779;hyundai;santa fe;30000
172789;hyundai;new elantra;18000
172807;chevrolet;prisma;14500
172832;hyundai;new elantra;16200
172856;chevrolet;tracker;14500
173021;hilux;srv;17000
173024;hilux;srv;29000
173160;higer;dk4b1;26000
173268;bmw;x1;29000
173290;hilux;srv;29000
173291;hilux;srv;17000
173316;hyundai;new elantra;18000
173346;baic;x25;15000
173545;nissan;kicks;14500
173673;hyundai;santa fe;30000
173709;hyundai;i20;16200
173818;toyota;avanza 1.5;17000
173844;hyundai;accent;15000
173895;hilux;srv;17000
173908;mazda;cx5;21400
173951;mazda;cx5;21600
174025;jac;refine;19200
174129;hyundai;accent;16200
174199;toyota;fortuner;23800
174248;kia;rio sedan sc;14500
174406;hyundai;new elantra;15000
174458;nissan;urvan;29000
174508;chevrolet;camaro;29000
174511;chevrolet;equinox;21400
174620;hyundai;i20;15000
174783;hyundai;new elantra;18000
174961;hyundai;h-1 mbus;27600
174979;nissan;versa;19200
174986;toyota;fortuner;29000
175024;hyundai;h-1 3 van;25200
175036;toyota;hiace;23800
175231;hyundai;accent;15000
175289;hyundai;accent;16200
175323;hyundai;new elantra;16200
175329;ford;ecosport;17000
175420;volkswagen;amarok;14000
175422;volkswagen;amarok;28000
175580;nissan;sentra;17000
175656;hyundai;accent;30000
175693;toyota;hiace;29000
175737;nissan;urban;17000
175741;hyundai;creta;22800
175755;hyundai;h-1 mbus;29000
175883;hyundai;accent;30000
175966;toyota;avanza 1.5;19200
